#zmin nbar(1x10^6h^-1Mpc)
0.005000  45908.72299287644
0.015000  45908.72299287644
0.025000  45908.72299287644
0.035000  45908.72299287644
0.045000  45908.72299287644
0.055000  45908.72299287644
0.065000  45908.72299287644
0.075000  45908.72299287644
0.085000  45908.72299287644
0.095000  45908.72299287644
0.105000  18893.09381538795
0.115000  18893.09381538795
0.125000  18893.09381538795
0.135000  18893.09381538795
0.145000  18893.09381538795
0.155000  18893.09381538795
0.165000  18893.09381538795
0.175000  18893.09381538795
0.185000  18893.09381538795
0.195000  18893.09381538795
0.205000  4791.581607684981
0.215000  4791.581607684981
0.225000  4791.581607684981
0.235000  4791.581607684981
0.245000  4791.581607684981
0.255000  4791.5816076849810
0.265000  4791.581607684981
0.275000  4791.581607684981
0.285000  4791.581607684981
0.295000  4791.581607684981
0.305000  1052.5325734887276
0.315000  1052.5325734887276
0.325000  1052.5325734887276
0.335000  1052.5325734887276
0.345000  1052.5325734887276
0.355000  1052.5325734887276
0.365000  1052.5325734887276
0.375000  1052.5325734887276
0.385000  1052.5325734887276
0.395000  1052.5325734887276
0.405000  117.18087052664843
0.415000  117.18087052664843
0.425000  117.18087052664843
0.435000  117.18087052664843
0.445000  117.18087052664843
0.455000  117.18087052664843
0.465000  117.18087052664843
0.475000  117.18087052664843
0.485000  117.18087052664843
0.495000  117.18087052664843
